text	service	location	cleanliness	business
Saona was filthy, condoms and condom wrappers on the beach (I have stayed in San Antonio, Ibiza on three occasions and never seen anything like this!)	0.0	0.0	0.0	0.0
also the toilets were covered in pools of urine and absolutely stank!	0.0	0.0	0.0	0.0
Rancho Jonathan was definately not up2 UK standards, my friend teaches horse riding and she was mortified when I told her what happened to us.Sanitation in general in the hotel was appalling we were left without electricity on some occasions which meant we also did not have running water.	0.0	0.0	0.0	0.0
Almost every day there was a problem with the water so toilets could not be flushed and hands could not be washed, my alcohol wipes for my hands that I took were a saviour!	0.0	0.0	0.0	0.0
So it is no wonder that people become ill in these conditions.	0.0	0.0	0.0	0.0
We also found the staff to be rude, and we noticed that service was only good if it involved big tips.	0.0	0.0	0.0	0.0
On a positive note the beach outside the hotel was really nice and the monster trucking trip was really good, just a shame about the rest of the holiday, We feel completely ripped off and disappointed and its definately put us off returning to the carribean.	0.0	0.0	0.0	0.0
This hotel is not a 4* in any stretches of the imagination, and I have travelled to many places, I would rate this hotel as a 2* and thats being kind!	0.0	0.0	0.0	0.0
Very Expensive for what it is Area:	0.4	0.0	0.2	0.0
Not great, quite a walk to Dam Square and Central Station (I wouldn't want to do it with cases).	0.4	0.0	0.2	0.0
This hotel is situated on a major (and noisy) roadParking: I was lead to believe it would be free...not so...you'll pay E25 per day...and I wasn't convinced about the security of my car at all.Customer Service: Friendly but not particularly helpful, equal to that of a (above average)hostel.	0.4	0.0	0.2	0.0
Breakfast: Actually, not bad at all, I enjoyed it (even though I did feel as though I waas sitting in a chinese resturant, very odd.Rooms: It seemed that they had crammed as many beds in each room as possible, I had 4 single beds in my room, I have no idea why, I was taveling alone.	0.4	0.0	0.2	0.0
I do have to comment on the sheets though, very comfortable...felt as soft as a baby's arse.	0.4	0.0	0.2	0.0
I slept very well.	0.4	0.0	0.2	0.0
Decor: Left a LOT to be desired, painting and carpeting was very shoddy and heavily used, it looked like the owner had got a couple of his mates to do the maintenance and they had taken him for a ride, this place seriously feels like a low budget motel, for a high star rated price.	0.4	0.0	0.2	0.0
I didn't dare us ethe shower for fear of contracting some nasty fungal growth, bathroom was unacceptably dirty (and the light didn't work)I wouldn't stay here again, there are much better and more professional places for the same price	0.4	0.0	0.2	0.0
Pros and Cons Service:	0.4	0.8	0.8	0.8
The service was okay, its only once you got to know the staff you received better service.	0.4	0.8	0.8	0.8
Majority of the staff speaks Spanish, my husband and I had challenges with the communication as we only spoke English.	0.4	0.8	0.8	0.8
The room service was slow it take approximately 1 hour or so.	0.4	0.8	0.8	0.8
Hotel- I would recommend staying at the Royal side, you get better service.	0.4	0.8	0.8	0.8
Also, you receive a 30 minute free massageBeach- The beach is bit of a walk from the Royal and the other side of the resort.	0.4	0.8	0.8	0.8
Restaurant:Japanese- My husband and I loved the food.	0.4	0.8	0.8	0.8
They serve you a variety of sushi.	0.4	0.8	0.8	0.8
The food is cooked right in front of you.	0.4	0.8	0.8	0.8
The first part is Shrimp Noodles and Fish.	0.4	0.8	0.8	0.8
The second part of the meal is Chicken Breast and Beef with Fried Rice.	0.4	0.8	0.8	0.8
We really enjoyed it!	0.4	0.8	0.8	0.8
Mexican- This was our second favourite restaurant.	0.4	0.8	0.8	0.8
The soup was good, we had the chicken tacos for appetizer.	0.4	0.8	0.8	0.8
We went to this restaurant twice.	0.4	0.8	0.8	0.8
Steak, Fajitas Fish with rice was really good.	0.4	0.8	0.8	0.8
The dessert was good as well.	0.4	0.8	0.8	0.8
This is the only place on the resort they have Corona beer.	0.4	0.8	0.8	0.8
Steak/American- My husband enjoyed the steak, you can ask the waiter to look at the different cuts for the steak.	0.4	0.8	0.8	0.8
I don't eat Red Meat this was a challenge for me, I ordered the Chicken Strips and it was horrible.	0.4	0.8	0.8	0.8
If you dont eat Steak don't bother going to this restaurant.	0.4	0.8	0.8	0.8
Only place on the resort they have Budweiser beer.	0.4	0.8	0.8	0.8
French- We enjoyed this restaurant, we had sole and duck.	0.4	0.8	0.8	0.8
The dessert was nothing spectacular.	0.4	0.8	0.8	0.8
Thalasa- I had the fish it was okay, the French was better.	0.4	0.8	0.8	0.8
My husband had the lobster it was more like Scampi.	0.4	0.8	0.8	0.8
If you stay on the Royal side you can have breakfast/lunch here everyday.	0.4	0.8	0.8	0.8
Its better than the buffet lunch.	0.4	0.8	0.8	0.8
Every other day at lunch there was buffet at ThalasaBuffet- The food is made in large quantity so its not flavorful.	0.4	0.8	0.8	0.8
We did not enjoy the service and it was extremely crowded.	0.4	0.8	0.8	0.8
Crepe Restaurant- This was good we went there everyday.	0.4	0.8	0.8	0.8
You can order off the menu.	0.4	0.8	0.8	0.8
They don't understand English, just point to the item on the menu.	0.4	0.8	0.8	0.8
Bars/Disco- We had challenges with communication as not many of them speak English.	0.4	0.8	0.8	0.8
We went to the disco twice, its okay nothing to rave about.	0.4	0.8	0.8	0.8
Show- The shows are repetitive so we stopped going after a few days.	0.4	0.8	0.8	0.8
I would not recommend this for kids there is lots of Booty Shaking.	0.4	0.8	0.8	0.8
Amenties: My husband enjoyed the 9 hole golf.	0.4	0.8	0.8	0.8
The clubs and cart was $10 USTips: We tipped everyday and found it very rude that almost any of the Europeans tipped.	0.4	0.8	0.8	0.8
I would recommend people help the staff by tipping and its about time the Europeans tip as well.	0.4	0.8	0.8	0.8
There were only a few Europeans that tipped, it is all inclusive but you should tip its common courtesy.	0.4	0.8	0.8	0.8
A few dollars go a long way for the staffHotel: The rooms are clean, just place the sign on the door to clean your room.	0.4	0.8	0.8	0.8
I saw a Cockroach once during my stay.	0.4	0.8	0.8	0.8
Overall: I dont think we will go back to this resort b/c of the language barrier and the fact that I dont eat red meat and I got sick of eating Seafood all week.	0.4	0.8	0.8	0.8
Apprantely in speaking with other travellers this is one of the better 4.5 resorts.	0.4	0.8	0.8	0.8
You are getting good value for the price of this resort.	0.4	0.8	0.8	0.8
My new favourite hotel in Paris!	0.8	1.0	1.0	0.0
I visit Paris for business 3 or 4 times a year and this was my first time staying at Hotel des Grands Hommes.	0.8	1.0	1.0	0.0
I chose it based on reviews on Trip Advisor, its location close to Jardins de Luxembourg (a beautiful spot in Paris for a Saturday morning stroll) and its convenience for getting to the airport (it is very close to the RER station Luxembourg which is on the airport line).	0.8	1.0	1.0	0.0
The rates were very good on the hotel's website (summer special).	0.8	1.0	1.0	0.0
If you can get this hotel at a good price I would defintely recommend it.	0.8	1.0	1.0	0.0
The rooms are a good size (for Paris) - beuatifully decorated (completely over the top but very stylish and comfortable).	0.8	1.0	1.0	0.0
The rooms at the front overlook the Pantheon - a little noisy on the Friday night I stayed there but it didn't last too late and so sleeping wasn't a problem.	0.8	1.0	1.0	0.0
The breakfast (鈧?	0.8	1.0	1.0	0.0
2) was very good - a good selection of cold meats, cheese, bread, pastries, cereal, yoghurt, juice and tea/coffee.	0.8	1.0	1.0	0.0
The staff were polite and helpful.	0.8	1.0	1.0	0.0
I have a new favourite hotel in Paris!	0.8	1.0	1.0	0.0
Not Bad.	0.8	1.0	0.6	0.6
The hotel is in an ideal location, a few walking blocks from Bourbon St, just away enough from the action to have a good night's sleep.	0.8	1.0	0.6	0.6
The lobby is small yet welcoming, and staff was very friendly.	0.8	1.0	0.6	0.6
Bell hop went out of his way to have a taxi wait for us that was scheduled to take us back to the airport.	0.8	1.0	0.6	0.6
The room we had faced a brick wall, so there was no sunlight at all.	0.8	1.0	0.6	0.6
Unfortunately there were no other rooms available that weekend to upgrade to.	0.8	1.0	0.6	0.6
The room itself was very small but it suited our needs, which was basically to have a clean place to relax and to sleep.	0.8	1.0	0.6	0.6
I would probably stay in a nicer hotel next time, but for the price it was okay.	0.8	1.0	0.6	0.6
Excellent Location-Very Good 3 Star	0.0	0.0	0.0	0.0
This is the perfect hotel for a stay in Florence.	0.0	0.0	0.0	0.0
Directly in the heart of the city on the main pedestrain only street this hotel is absolutely perfect unless you want to spend alot more money for something more elegant.	0.0	0.0	0.0	0.0
Anything else this price was on the outskirts.	0.0	0.0	0.0	0.0
To me in the city, its location thats most important.	0.0	0.0	0.0	0.0
The police assured me that to get to the hotel I could drive on the pedestrian only streets which were packed with what else, pedestrians, and so I did, slowly.	0.0	0.0	0.0	0.0
Drop the car at the hotel door and a driver comes to take it to the parking garage.	0.0	0.0	0.0	0.0
Very convenient.	0.0	0.0	0.0	0.0
A typical european good breakfast is included.	0.0	0.0	0.0	0.0
Some reviewers said the employees have an attitude, and perhaps they do, slightly, but I have found most city hotel employees to have an edge to them, and I am thankful for it.	0.0	0.0	0.0	0.0
They were professional, helpful when asked, and efficient at everything we requested.	0.0	0.0	0.0	0.0
Its a sophisticated classy city, enjoy it.	0.0	0.0	0.0	0.0
was blown away by Hotel Vitale	0.0	0.0	0.0	0.0
With all the great hotels in San Francisco it is hard to believe that there was room for one more.	0.0	0.0	0.0	0.0
My friend had recommended the Hotel Vitale which just opened right across from the Ferry Building.	0.0	0.0	0.0	0.0
We had views of the water and Bay Bridge from our hotel.	0.0	0.0	0.0	0.0
Without a doubt the best views in San Francisco (and yes I have stayed at Mandarin and Park Hyatt).	0.0	0.0	0.0	0.0
In addition to the great location and views the bed was without a doubt the most comfortable bed I have ever slept in.	0.0	0.0	0.0	0.0
Also, the room had cool amenities like electric shades, Bose i-pod deck, DVD and flat screen TVs.It is one of the Joie De Vivre (spelling?)	0.0	0.0	0.0	0.0
properties so the price was nice $199.	0.0	0.0	0.0	0.0
the restaurant was yummy and the hotel is small enough that after 3 days we had a chance to get to know the staff.	0.0	0.0	0.0	0.0
Anyway I loved the hotel and am the first one to right a nasty review so i thought I would take the time to let others know that there is a good value and great hotel waiting for them at Hotel Vitale.	0.0	0.0	0.0	0.0
Should have been so much better	0.2	0.4	0.2	0.0
There were 3 adults but when we arrived they gave us a double room and told us that was all they had, even though they knew that 3 of us were coming.	0.2	0.4	0.2	0.0
They arranged for a roll away bed to be put in the room while we went out to eat.	0.2	0.4	0.2	0.0
When we came back we had to rearrange the furniture to get around in the room.	0.2	0.4	0.2	0.0
The roll away bed had a sheet and a folded blanket on it.	0.2	0.4	0.2	0.0
When I asked for a duvet I was told that they didn't have a spare one!	0.2	0.4	0.2	0.0
We had to tell them about stains on the toilet wall twice before it was cleaned.	0.2	0.4	0.2	0.0
We complained about the room at reception to a lady who spoke to us in English.	0.2	0.4	0.2	0.0
A gentleman from reception was speaking to another guest in English.	0.2	0.4	0.2	0.0
They then both started to discuss the problem we had infront of us - but not in English!	0.2	0.4	0.2	0.0
I thought that was very rude.	0.2	0.4	0.2	0.0
The lady then looked to see if she could move us to a sister hotel.	0.2	0.4	0.2	0.0
She was not able to so then offered us a refund.	0.2	0.4	0.2	0.0
I declined this because if she was unable to get us a room how were we supposed to?	0.2	0.4	0.2	0.0
We thought we were going to get 5 star luxury but we didn't.	0.2	0.4	0.2	0.0
We were treated like second class citizens.	0.2	0.4	0.2	0.0
We have stayed in New York many,many times over the years and this was the most expensive hotel stay and the worst.	0.2	0.4	0.2	0.0
Declining standards Stayed at this hotel on 3 seperate occasions, and standards keep slipping.	0.4	0.8	0.8	0.8
First time:	0.4	0.8	0.8	0.8
Dec 24-26 2004Was very pleased with the sea-facing deluxe room with a balcony.	0.4	0.8	0.8	0.8
Room was small (but the rooms here all are), furniture was new, and the balcony was fantastic.	0.4	0.8	0.8	0.8
This was the time of the asian tsunami.	0.4	0.8	0.8	0.8
Hotel was still managed by the Meridien chain then, and standards were pretty good.	0.4	0.8	0.8	0.8
Second time: mid-2005Booked a room on the club floor, hoping to get a room similar to my last visit.	0.4	0.8	0.8	0.8
Pleasantly surprised when given a large corner room, racing the greenery with sitting area.	0.4	0.8	0.8	0.8
Breakfast and tea at the club lounge was good too, as was the italian restaurant on the roof La Cantina.	0.4	0.8	0.8	0.8
